BibID,Shelfmark,Title,Full Coverage?,Facets
9938829483503681,Ms. Coll. 591,"Breviary leaf, ca. 1480.",N,"15th century, Christian, Dutch, Fragment, Breviary, Illumination, Liturgy"
9938831193503681,Ms. Coll. 591,"Manuscript leaf, 1300s.",N,"Latin, 14th century, 1300, Fragments Manuscripts, Latin - 14th century Manuscripts, Medieval Pastedowns, Medicine, Parchment, , "
9938831193503681,Ms. Coll. 591,"Manuscript leaf, 1300s.",N,"14th century, Fragment, Science -- Medicine"
9938831833503681,Ms. Coll. 591,"Breviary leaf, 1400s.",N,"Dutch, 15th century, 1400, Breviaries Fragments Manuscripts, Dutch - 15th century Manuscripts, Medieval Manuscripts, Renaissance, Breviaries Catholic Church Liturgy, Catholic Church, Parchment, , "
9938831833503681,Ms. Coll. 591,"Breviary leaf, 1400s.",N,"15th century, Dutch, Breviary, Fragment, Liturgy, Christian"
9938832003503681,Ms. Coll. 591,"Missal leaf, 1400s or 1500s?",N,"Latin, 1400, Fragments Manuscripts, Latin Manuscripts, Medieval Manuscripts, Renaissance Missals, Catholic Church Holy Week services Liturgy, Catholic Church, Parchment, , "
9938832003503681,Ms. Coll. 591,"Missal leaf, 1400s or 1500s?",N,"15th century, Fragment, Missal, Liturgy, Christian"
9938832303503681,Ms. Coll. 591,"Antiphonary fragments, between 1300 and 1599.",N,"Latin, 1300, Antiphonaries Fragments Manuscripts, Latin Manuscripts, Medieval, Catholic Church Liturgy, Catholic Church, Parchment, , "
9938832303503681,Ms. Coll. 591,"Antiphonary fragments, between 1300 and 1599.",N,"14th century, Fragment, Antiphonary, Liturgy, Christian"
9939569833503681,Ms. Coll. 591,"Glossa ordinaria. Glossa ordinaria fragments, 1135-1150.",N,"Latin, 12th century, 1135, Commentaries Fragments Glosses (annotations) Manuscripts, Latin - 12th century Manuscripts, Medieval, Bible. N.T. Romans, Parchment, , "
9939569833503681,Ms. Coll. 591,"Glossa ordinaria. Glossa ordinaria fragments, 1135-1150.",N,"12th century, Fragment, Commentary, Annotated, Bible, Biblical"
9941498123503681,Ms. Coll. 591,"Bible. O.T. Psalms. Latin. Selections. Psalter bifolium, between 1200 and 1225.",N,"Latin, 13th century, 1200, Fragments Manuscripts, Latin - 13th century Manuscripts, Medieval Psalters, Parchment, , "
9941498123503681,Ms. Coll. 591,"Bible. O.T. Psalms. Latin. Selections. Psalter bifolium, between 1200 and 1225.",N,"13th century, Psalter, Fragment, Bible, Biblical"
9941500303503681,Ms. Coll. 591,"Bible. N.T. John. Latin. Selections. Manuscript leaf of glossed Gospel of John, ca. 1300.",N,"Latin, 14th century, 1300, Commentaries Fragments Glosses (annotations) Manuscripts, Latin - 14th century Manuscripts, Medieval, Bible. N.T. John Criticism, interpretation, etc, Parchment, , "
9941500303503681,Ms. Coll. 591,"Bible. N.T. John. Latin. Selections. Manuscript leaf of glossed Gospel of John, ca. 1300.",N,"14th century, Commentary, Fragment, Gloss, Bible, Biblical, Christian"
9941649083503681,Ms. Coll. 591,"Manuscript leaf from Régime du corps, between 1375 and 1399. Régime du corps",N,"French, Middle (ca. 1300-1600), 14th century, 1375, Fragments Manuscripts, French - 14th century Manuscripts, Medieval Treatises, Hygiene Medicine Medicine, Medieval, Aldobrandino, da Siena, d. 1287, Parchment, , "
9941649083503681,Ms. Coll. 591,"Manuscript leaf from Régime du corps, between 1375 and 1399. Régime du corps",N,"14th century, French, Fragment, Treatise, Science -- Medicine"
9941656523503681,Ms. Coll. 591,"Manuscript leaf from In libros De caelo et mundo Aristotelis, between 1275 and 1299. In libros De caelo et mundo Aristotelis",N,"Latin, 13th century, 1275, Commentaries Fragments Manuscripts, Latin - 13th century Manuscripts, Medieval, Aristotle Cosmology, Thomas, Aquinas, Saint, 1225?-1274, Parchment, , "
9941656523503681,Ms. Coll. 591,"Manuscript leaf from In libros De caelo et mundo Aristotelis, between 1275 and 1299. In libros De caelo et mundo Aristotelis",N,"13th century, Commentary, Fragment, Cosmology, Astronomy"
9941662543503681,Ms. Coll. 591,"Manuscript bifolia from Liber aggregatus in medicinis simplicibus, ca. 1300.",N,"Latin, 13th century 14th century, 1300, Fragments Manuscripts, Latin - 13th century Manuscripts, Latin - 14th century Manuscripts, Medieval Treatises, Medicinal plants Medicine, Arab Medicine, Medieval, Ibn Serapion, Parchment, , "
9941662543503681,Ms. Coll. 591,"Manuscript bifolia from Liber aggregatus in medicinis simplicibus, ca. 1300.",N,"13th century 14th century, Fragment, Treatise, Science -- Medicine, Arabic"
9943712033503681,Ms. Coll. 591,"Bible N.T. Matthew. Latin. Selections. Bible leaf, 1200s.",N,"Latin, 13th century, 1200, Fragments Manuscripts, Latin - 13th century Manuscripts, Medieval, Parchment, , "
9943712033503681,Ms. Coll. 591,"Bible N.T. Matthew. Latin. Selections. Bible leaf, 1200s.",N,"13th century, Fragment"
9943712073503681,Ms. Coll. 591,"Book of hours bifolium, 1400s.",N,"Latin, 15th century, 1400, Books of hours Fragments Manuscripts, Latin - 15th century Manuscripts, Medieval Manuscripts, Renaissance, Catholic Church, Catholic Church, Parchment, , "
9943712073503681,Ms. Coll. 591,"Book of hours bifolium, 1400s.",N,"15th century, Fragment, Book of Hours, Christian"
9943712123503681,Ms. Coll. 591,"Book of hours leaf, 1400s.",N,"Latin, 15th century, 1400, Books of hours Fragments Manuscripts, Latin - 15th century Manuscripts, Medieval Manuscripts, Renaissance, Catholic Church Sebastian, Saint, Catholic Church, Parchment, , "
9943712123503681,Ms. Coll. 591,"Book of hours leaf, 1400s.",N,"15th century, Fragment, Book of Hours, Christian"
9943712163503681,Ms. Coll. 591,"Bible O.T. Psalms. Latin. Selections. Psalter fragment, 1200s.",N,"Latin, 13th century, 1200, Fragments Manuscripts, Latin - 13th century Manuscripts, Medieval Psalters, Parchment, , "
9943712163503681,Ms. Coll. 591,"Bible O.T. Psalms. Latin. Selections. Psalter fragment, 1200s.",N,"13th century, Fragment, Psalter, Christian, Bible, Biblical"
9943721543503681,Ms. Coll. 591,"Bible. O.T. Psalms. Latin. Selections. Ferial psalter bifolium, 1400s.",N,"Latin, 15th century, 1400, Fragments Manuscripts, Latin - 15th century Manuscripts, Renaissance Psalters, Parchment, , "
9943721543503681,Ms. Coll. 591,"Bible. O.T. Psalms. Latin. Selections. Ferial psalter bifolium, 1400s.",N,"15th century, Fragment, Psalter, Christian, Bible, Biblical"
9943743023503681,Ms. Coll. 591,"Bible O.T. Psalms. Latin. Selections. Psalter leaf, 1400s.",N,"Latin, 15th century, 1400, Fragments Manuscripts, Latin - 15th century Manuscripts, Medieval Manuscripts, Renaissance Psalters, Parchment, , "
9943743023503681,Ms. Coll. 591,"Bible O.T. Psalms. Latin. Selections. Psalter leaf, 1400s.",N,"15th century, Fragment, Psalter, Christian, Bible, Biblical"
9943743093503681,Ms. Coll. 591,"Book of hours leaf, 1400s.",N,"Latin, 15th century, 1400, Books of hours Fragments Manuscripts, Latin - 15th century Manuscripts, Medieval Manuscripts, Renaissance, Catholic Church, Catholic Church, Parchment, , "
9943743093503681,Ms. Coll. 591,"Book of hours leaf, 1400s.",N,"15th century, Book of Hours, Fragment, Christian"
9945086763503681,Ms. Coll. 591,"Missal leaf, ca. 1100.",,"Latin, 12th century, 1100, Fragments Gregorian chant Manuscripts, Latin - 12th century Manuscripts, Medieval, Catholic Church Gregorian chants Liturgy Missals, Catholic Church, Parchment, , "
9945086763503681,Ms. Coll. 591,"Missal leaf, ca. 1100.",Y,"Missal, 12th century, Christian, Fragment, Liturgy, Musical notation"
9945089263503681,Ms. Coll. 591,"Breviary leaf, ca. 1150.",,"Latin, 12th century, 1150, Fragments Gregorian chant Manuscripts, Latin - 12th century Manuscripts, Medieval, Breviaries Catholic Church Gregorian chants Liturgy, Catholic Church, Parchment, , "
9945089263503681,Ms. Coll. 591,"Breviary leaf, ca. 1150.",Y,"Breviary, 12th century, Christian, Fragment, Liturgy, Musical notation"
9945236393503681,Ms. Coll. 591,"Bible. O.T. Psalms. Latin. Selections. Glossed psalter leaf, between 1150 and 1175.",,"Latin, 12th century, 1150, Fragments Manuscripts, Latin - 12th century Manuscripts, Medieval, Bible. O.T. Psalms Criticism, interpretation, etc Psalters, Parchment, , "
9945236393503681,Ms. Coll. 591,"Bible. O.T. Psalms. Latin. Selections. Glossed psalter leaf, between 1150 and 1175.",,"Bible, Psalter, 12th century, Fragment"
9947466193503681,Ms. Coll. 591,"Book of hours leaf, ca. 1400.",,"Latin, 14th century 15th century, 1400, Books of hours Fragments Illuminations Manuscripts, Latin - 14th century Manuscripts, Latin - 15th century, Catholic Church Illumination of books and manuscripts, French Prayers and devotions, Catholic Church, Parchment, , "
9947466193503681,Ms. Coll. 591,"Book of hours leaf, ca. 1400.",,"14th century 15th century, Book of hours, Fragment, Illumination, Devotion, French, France"
9947991763503681,Ms. Coll. 591,"Manuscript leaves from Defecerunt scrutantes scrutinio, ca. 1450. Defecerunt scrutantes scrutinio. Selections",,"Latin, 15th century, 1450, Fragments Manuals (instructional materials) Manuscripts, Latin - 15th century Manuscripts, Renaissance Penitentials, Catholic Church Confession Discipline, Antoninus, Saint, Archbishop of Florence, 1389-1459, Parchment, , "
9947991763503681,Ms. Coll. 591,"Manuscript leaves from Defecerunt scrutantes scrutinio, ca. 1450. Defecerunt scrutantes scrutinio. Selections",,"15th century, Fragment, Breviary, French, France"
9949493533503681,Ms. Coll. 591,"Collectar leaf, ca. 1325.",N,"Latin, 14th century, 1325, Fragments Gregorian chant Manuals (instructional materials) Manuscripts, Latin - 14th century Manuscripts, Medieval, Collectars Gregorian chants, Catholic Church, Parchment, , "
9949493533503681,Ms. Coll. 591,"Collectar leaf, ca. 1325.",N,"14th century, Fragment, Song book, Christian, Instructional materials"
9957464113503681,Ms. Coll. 591,"Manuscript leaves from legal text, between 1400 and 1450.",N,"Latin, 15th century, 1400, Fragments Manuscripts, Latin - 15th century Manuscripts, Renaissance, Inheritance and succession (Canon law), Paper, , "
9957464113503681,Ms. Coll. 591,"Manuscript leaves from legal text, between 1400 and 1450.",N,"15th century, Fragment, Paper, Legal, Christian"
9958101543503681,Ms. Coll. 591,"Pontifical bifolium, between 1075 and 1099.",N,"Latin, 11th century, 1075, Fragments Illuminations Manuscripts, Latin - 11th century Manuscripts, Medieval Pontificals, Catholic Church, Catholic Church, Parchment, , "
9958101543503681,Ms. Coll. 591,"Pontifical bifolium, between 1075 and 1099.",N,"11th century, Fragment, Illumination, Christian, Pontifical"
9958423473503681,Ms. Coll. 591,"Breviary fragments : use of Sarum, 1400s. Breviary (Salisbury) Selections.",N,"Latin, 15th century, 1400, Breviaries Fragments Manuscripts, Latin - 15th century Manuscripts, Medieval, Breviaries Catholic Church Liturgy Mary Magdalene, Saint, Catholic Church, Parchment, , "
9958423473503681,Ms. Coll. 591,"Breviary fragments : use of Sarum, 1400s. Breviary (Salisbury) Selections.",N,"15th century, Breviary, Fragment, Christian, Liturgy"
9958440963503681,Ms. Coll. 591,"Dictionary leaves, between 1275 and 1299?",N,"Latin, 13th century, 1275, Dictionaries Fragments Manuscripts, Latin - 13th century Manuscripts, Medieval, Latin language, Parchment, , "
9958440963503681,Ms. Coll. 591,"Dictionary leaves, between 1275 and 1299?",N,"13th century, Dictionary, Fragment, Italy, Italian"
9973971733503681,Ms. Coll. 591,"Indictio cu[r]rens, 1490.",,"Latin, 15th century, 1490, Calendars (documents by form) Diagrams Manuscripts, Latin - 15th century Manuscripts, Renaissance, Notaries, Italy, Paper, , "
9973971733503681,Ms. Coll. 591,"Indictio cu[r]rens, 1490.",,"15th century, Legal, Italy, Italian, Document, Diagram "
9976106713503681,Ms. Coll. 591,"Fragment of Canon medicinae, 1300s-1400s? Qānūn fī al-ṭibb. Latin. Selections",,"Latin, 14th century 15th century, 1300, Fragments (object portions) Manuscripts, Italian - 14th century Manuscripts, Italian - 15th century Manuscripts, Medieval, Medicine Medicine, Arab Medicine, Medieval, Avicenna, 980-1037, Parchment, , "
9976106713503681,Ms. Coll. 591,"Fragment of Canon medicinae, 1300s-1400s? Qānūn fī al-ṭibb. Latin. Selections",,"14th century 15th century, Fragment, Science--Medicine, Arabic"
9977155141403681,Ms. Coll. 591,"Leaves from a manuscript compilation of works of Thomas More, between approximately 1534 and 1599?",,"English, 16th century, 1534, Fragments (object portions) Manuscripts, English - 16th century Manuscripts, Renaissance Polemics, Catholic Church Doctrines Tyndale, William, -1536, More, Thomas, Saint, 1478-1535, , "
9977155141403681,Ms. Coll. 591,"Leaves from a manuscript compilation of works of Thomas More, between approximately 1534 and 1599?",,"16th century, English, England, Fragment, Theology"
9977239846203681,Ms. Coll. 591,"Theological manuscript fragments, 1200s or 1300s?",,"Latin, 13th century 14th century, 1200, Fragments (object portions) Manuscripts, Latin - 13th century Manuscripts, Latin - 14th century Manuscripts, Medieval, Theology, Parchment, , "
9977239846203681,Ms. Coll. 591,"Theological manuscript fragments, 1200s or 1300s?",,"13th century 14th century, Theology, Fragment"
9941068503503681,Ms. Coll. 637,"Correspondence, 1512-1523.",N,"Italian, 16th century, 1512, Manuscripts, Italian - 16th century Manuscripts, Renaissance, Ambassadors, Holy Roman Empire, Pio, Alberto, 1475-1531?, , "
9941068503503681,Ms. Coll. 637,"Correspondence, 1512-1523.",N,"16th century, Italy, Italian, Pontifical"
9943743143503681,Ms. Coll. 693,"Bertin family documents, 1325-1567.",Y,"Latin, 14th century 15th century 16th century, 1325, Contracts Deeds Legal documents Manuscripts, French - 15th century Manuscripts, French - 16th century, Agriculture Dowry Economic aspects Farm rents History, Corrèze (France : Dept.) France Limousin (France), Bertin family, Parchment, , "
9943743143503681,Ms. Coll. 693,"Bertin family documents, 1325-1567.",Y,"14th century 15th century 16th century, French, France, Legal, Document, Charter, History"
9943712223503681,Ms. Coll. 709,"Documents concerning land ownership in Pixerécourt, 1582-1740.",N,"French, 16th century 17th century 18th century, 1582, Estate inventories Histories Land surveys Manuscripts, European Manuscripts, French - 16th century, History Land tenure Land value taxation, France Lorraine (France), , "
9943712223503681,Ms. Coll. 709,"Documents concerning land ownership in Pixerécourt, 1582-1740.",N,"Land survey, 16th century 17th century 18th century, French, France, History, Accounts"
9943764163503681,Ms. Coll. 713,"Breviary collages, 1800s?",N,"Latin, 15th century, 1800, Breviaries Collages (visual works) Fragments Manuscripts, Latin - 15th century Manuscripts, Renaissance, Illumination of books and manuscripts, , "
9943764163503681,Ms. Coll. 713,"Breviary collages, 1800s?",N,"15th century, Breviary, Fragment, Illumination"
9944187283503681,Ms. Coll. 720,"Financial agreement, 1390.",Y,"German, 14th century, 1390, Financial records Manuscripts, German - 14th century Manuscripts, Medieval Seals (artifacts), Hildesheim, Dietrich von Liebfrauenkirche (Halberstadt, Germany), Halberstadt (Germany) Wernigerode (Germany), Wernigerode (Germany). Rath, Parchment, , "
9944187283503681,Ms. Coll. 720,"Financial agreement, 1390.",Y,"14th century, Accounts, Financial records, Seals"
9944870663503681,Ms. Coll. 728,"Henry Charles Lea Collection of Inquisition Manuscripts, 1533-1866.",,"Spanish, 16th century 17th century 18th century 19th century, 1533, Decrees Government records Legal documents Manuscripts, European Manuscripts, French - 16th century, Barozzi, Francesco, 1537-1604 Christian converts from Islam Christian converts from Judaism Garcia, Maior Gomez, Mari, Italy Mexico Naples (Kingdom) Philippines Spain, Lea, Henry Charles, 1825-1909, collector, , "
9944870663503681,Ms. Coll. 728,"Henry Charles Lea Collection of Inquisition Manuscripts, 1533-1866.",,"16th century, 17th century, 18th century, 19th century, French, Italian, Mexican, Spanish, France, Filipino, Italy, Spain, Mexico, Philippines, Legal"
9944908403503681,Ms. Coll. 732,"Carretto family papers, ca. 1500-1648.",,"Latin, 15th century 16th century, 1500, Manuscripts, Italian - 16th century Manuscripts, Latin - 15th century Manuscripts, Latin - 16th century Manuscripts, Renaissance, Costapellegrina, Giovan Andrea Maritime law Real property, Alassio (Italy) Albenga (Italy) Castelfranco di Sotto (Italy) Finale Ligure (Italy) Genoa (Italy), Carretto family, , "
9944908403503681,Ms. Coll. 732,"Carretto family papers, ca. 1500-1648.",,"15th century, 16th century, Italian, Italy, Legal"
9944908433503681,Ms. Coll. 733,"Documents concerning Genoa and Finale Ligure, ca. 1500-1699.",,"Italian, 16th century 17th century, 1500, Manuscripts, European Manuscripts, Italian - 16th century Manuscripts, Italian - 17th century Manuscripts, Latin - 16th century Manuscripts, Renaissance, Aleramo, Marquis of Monferrato, d. 967 Commercial law Cueva y de Castilla, Beltrán III de la, Duke of Alburquerque, d. 1612 Law and legislation Maritime law, Finale Ligure (Italy) Genoa (Italy) Italy, Paper, , "
9944908433503681,Ms. Coll. 733,"Documents concerning Genoa and Finale Ligure, ca. 1500-1699.",,"16th century, 17th century, Italian, Paper, Italy, Legal, Maritime"
9944993303503681,Ms. Coll. 736,"Sacro militare ordine di Santo Stefano records, 1565-1578.",,"Italian, 16th century, 1565, Coats of arms Genealogical tables Genealogies Legal documents Manuscripts, Italian - 16th century, Arrigucci family Gondi family Medici family Medici, Raffaello de' Military religious orders, Florence Florence (Italy) Italy, Sacro militare ordine di Santo Stefano papa e martire, , "
9944993303503681,Ms. Coll. 736,"Sacro militare ordine di Santo Stefano records, 1565-1578.",,"Genealogy, 16th century, Italian, Italy, Legal, Heraldry"
9945175653503681,Ms. Coll. 739,"D'Avalos Pescara family papers, 1512-1902.",,"Italian, 16th century 17th century 18th century 19th century 20th century, 1512, Inventories Legal documents Manuscripts, European Manuscripts, Italian - 16th century Manuscripts, Italian - 17th century, Charles III, King of Spain, 1716-1788 Customs administration History Montesarchio, Carlo d'Avalos, principe di Nobility, Italy Milan (Italy) Naples Naples (Kingdom) Pescara (Italy), D'Avalos Pescara family, , "
9945175653503681,Ms. Coll. 739,"D'Avalos Pescara family papers, 1512-1902.",,"16th century, 17th century, 18th century, 19th century, 20th century, Italian, Italy, Legal"
9946124113503681,Ms. Coll. 742,"Giovanni Piccolomini petition, 1421.",,"Latin, 15th century, 1421, Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Petitions, Italy Siena (Italy), Piccolomini, Giovanni, Parchment, , "
9946124113503681,Ms. Coll. 742,"Giovanni Piccolomini petition, 1421.",,"15th century, Italian, Italy, Legal"
9946124323503681,Ms. Coll. 742,"Cacciacomes family conditions for peace, 1197?",,"Latin, 12th century, 1197, Legal documents Manuscripts, Latin - 12th century Manuscripts, Medieval, Cacciaguerra, Renaldus Feudal law Ildebrandinus Rainerius Tancredus, Europe Siena (Italy), Cacciacomes family, , "
9946124323503681,Ms. Coll. 742,"Cacciacomes family conditions for peace, 1197?",,"12th century, Italian, Italy, Legal"
9946124373503681,Ms. Coll. 742,"Batista Piccolomini petition, 1411.",,"Latin, 15th century, 1411, Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents Petitions, Civil procedure, Italy Siena (Italy), Piccolomini, Batista, , "
9946124373503681,Ms. Coll. 742,"Batista Piccolomini petition, 1411.",,"15th century, Italian, Italy, Legal"
